id,name,geog,start,end,n,ProfileName
92443,Smoking Prevalence in adults (18+) - current smokers (APS),District,2011,2018,8,Public Health Dashboard - Longer Lives
92443,Smoking Prevalence in adults (18+) - current smokers (APS),District,2011,2018,8,Public Health Dashboard
92443,Smoking Prevalence in adults (18+) - current smokers (APS),District,2011,2018,8,Productive Healthy Ageing
92443,Smoking Prevalence in adults (18+) - current smokers (APS),CCG,2012,2018,7,Local Tobacco Control Profiles
92443,Smoking Prevalence in adults (18+) - current smokers (APS),CCG,2012,2018,7,Public Health Outcomes Framework
92443,Smoking Prevalence in adults (18+) - current smokers (APS),CCG,2012,2018,7,Local Authority Health Profiles
92443,Smoking Prevalence in adults (18+) - current smokers (APS),CCG,2012,2018,7,NHS Health Check
92443,Smoking Prevalence in adults (18+) - current smokers (APS),CCG,2012,2018,7,Musculoskeletal Conditions
92443,Smoking Prevalence in adults (18+) - current smokers (APS),CCG,2012,2018,7,Co-occurring substance misuse and mental health issues
92443,Smoking Prevalence in adults (18+) - current smokers (APS),CCG,2012,2018,7,Dementia Profile
92443,Smoking Prevalence in adults (18+) - current smokers (APS),CCG,2012,2018,7,Mental Health and Wellbeing JSNA
92443,Smoking Prevalence in adults (18+) - current smokers (APS),CCG,2012,2018,7,Child and Maternal Health
92443,Smoking Prevalence in adults (18+) - current smokers (APS),CCG,2012,2018,7,Public Health Dashboard - Longer Lives
92443,Smoking Prevalence in adults (18+) - current smokers (APS),CCG,2012,2018,7,Public Health Dashboard
92443,Smoking Prevalence in adults (18+) - current smokers (APS),CCG,2012,2018,7,Productive Healthy Ageing
92443,Smoking Prevalence in adults (18+) - current smokers (APS),CCG,2011,2017,7,Local Tobacco Control Profiles
92443,Smoking Prevalence in adults (18+) - current smokers (APS),CCG,2011,2017,7,Public Health Outcomes Framework
92443,Smoking Prevalence in adults (18+) - current smokers (APS),CCG,2011,2017,7,Local Authority Health Profiles
92443,Smoking Prevalence in adults (18+) - current smokers (APS),CCG,2011,2017,7,NHS Health Check
92443,Smoking Prevalence in adults (18+) - current smokers (APS),CCG,2011,2017,7,Musculoskeletal Conditions
92443,Smoking Prevalence in adults (18+) - current smokers (APS),CCG,2011,2017,7,Co-occurring substance misuse and mental health issues
92443,Smoking Prevalence in adults (18+) - current smokers (APS),CCG,2011,2017,7,Dementia Profile
92443,Smoking Prevalence in adults (18+) - current smokers (APS),CCG,2011,2017,7,Mental Health and Wellbeing JSNA
92443,Smoking Prevalence in adults (18+) - current smokers (APS),CCG,2011,2017,7,Child and Maternal Health
92443,Smoking Prevalence in adults (18+) - current smokers (APS),CCG,2011,2017,7,Public Health Dashboard - Longer Lives
92443,Smoking Prevalence in adults (18+) - current smokers (APS),CCG,2011,2017,7,Public Health Dashboard
92443,Smoking Prevalence in adults (18+) - current smokers (APS),CCG,2011,2017,7,Productive Healthy Ageing
93085,Smoking status at time of delivery,District,2010/11,2017/18,8,Local Tobacco Control Profiles
93085,Smoking status at time of delivery,District,2010/11,2017/18,8,Public Health Outcomes Framework
93085,Smoking status at time of delivery,District,2010/11,2017/18,8,Local Authority Health Profiles
93085,Smoking status at time of delivery,District,2010/11,2017/18,8,Mental Health and Wellbeing JSNA
93085,Smoking status at time of delivery,District,2010/11,2017/18,8,Child and Maternal Health
93085,Smoking status at time of delivery,District,2010/11,2017/18,8,Public Health Dashboard - Longer Lives
93085,Smoking status at time of delivery,District,2010/11,2017/18,8,Public Health Dashboard
93085,Smoking status at time of delivery,CCG,2010/11,2017/18,8,Local Tobacco Control Profiles
93085,Smoking status at time of delivery,CCG,2010/11,2017/18,8,Public Health Outcomes Framework
93085,Smoking status at time of delivery,CCG,2010/11,2017/18,8,Local Authority Health Profiles
93085,Smoking status at time of delivery,CCG,2010/11,2017/18,8,Mental Health and Wellbeing JSNA
93085,Smoking status at time of delivery,CCG,2010/11,2017/18,8,Child and Maternal Health
93085,Smoking status at time of delivery,CCG,2010/11,2017/18,8,Public Health Dashboard - Longer Lives
93085,Smoking status at time of delivery,CCG,2010/11,2017/18,8,Public Health Dashboard
93382,Smoking prevalence in adults (18-64) - socio-economic gap in current smokers (APS),District,2011,2018,8,Local Tobacco Control Profiles
93382,Smoking prevalence in adults (18-64) - socio-economic gap in current smokers (APS),CCG,2011,2018,8,Local Tobacco Control Profiles
91547,Smoking prevalence in adults (15+) - current smokers (QOF),District,2013/14,2017/18,5,Local Tobacco Control Profiles
92304,Smoking prevalence in adults (18+) - current smokers (GPPS),District,2013/14,2017/18,5,Local Tobacco Control Profiles
92304,Smoking prevalence in adults (18+) - current smokers (GPPS),District,2013/14,2017/18,5,Musculoskeletal Conditions
92306,Smoking prevalence in adults (18+) - ex smoker (GPPS),District,2013/14,2017/18,5,Local Tobacco Control Profiles
92308,Smoking prevalence in adults (18+) - never smoked (GPPS),District,2013/14,2017/18,5,Local Tobacco Control Profiles
92445,Smoking Prevalence in adults in routine and manual occupations (18-64) - current smokers (APS),District,2012,2018,7,Local Tobacco Control Profiles
92445,Smoking Prevalence in adults in routine and manual occupations (18-64) - current smokers (APS),District,2012,2018,7,Local Authority Health Profiles
92445,Smoking Prevalence in adults in routine and manual occupations (18-64) - current smokers (APS),CCG,2011,2018,8,Local Tobacco Control Profiles
92445,Smoking Prevalence in adults in routine and manual occupations (18-64) - current smokers (APS),CCG,2011,2018,8,Local Authority Health Profiles
92534,Smoking Prevalence in adults (18+) - ex smokers (APS),District,2011,2018,8,Local Tobacco Control Profiles
92534,Smoking Prevalence in adults (18+) - ex smokers (APS),CCG,2011,2018,8,Local Tobacco Control Profiles
92538,Smoking Prevalence in adults (18+) - never smoked (APS),District,2011,2018,8,Local Tobacco Control Profiles
92538,Smoking Prevalence in adults (18+) - never smoked (APS),CCG,2011,2018,8,Local Tobacco Control Profiles
92540,Smoking Prevalence in adults in routine and manual occupations (18-64) - ex smokers (APS),District,2011,2018,8,Local Tobacco Control Profiles
92540,Smoking Prevalence in adults in routine and manual occupations (18-64) - ex smokers (APS),CCG,2011,2018,8,Local Tobacco Control Profiles
92542,Smoking Prevalence in adults in routine and manual occupations (18-64) - never smoked (APS),District,2011,2018,8,Local Tobacco Control Profiles
92542,Smoking Prevalence in adults in routine and manual occupations (18-64) - never smoked (APS),CCG,2011,2018,8,Local Tobacco Control Profiles
93454,Smoking prevalence in adults with a long term mental health condition (18+) - current smokers (GPPS),District,2013/14,2017/18,5,Local Tobacco Control Profiles
93454,Smoking prevalence in adults with a long term mental health condition (18+) - current smokers (GPPS),District,2013/14,2017/18,5,Mental Health and Wellbeing JSNA
93455,Smoking prevalence in adults with anxiety or depression (18+) - current smokers (GPPS),District,2013/14,2016/17,4,Local Tobacco Control Profiles
93455,Smoking prevalence in adults with anxiety or depression (18+) - current smokers (GPPS),District,2013/14,2016/17,4,Mental Health and Wellbeing JSNA
1201,Smoking attributable deaths from heart disease,District,2007 - 09,2015 - 17,9,Local Tobacco Control Profiles
1201,Smoking attributable deaths from heart disease,District,2007 - 09,2015 - 17,9,Mortality Profile
1202,Smoking attributable deaths from stroke,District,2007 - 09,2015 - 17,9,Local Tobacco Control Profiles
1202,Smoking attributable deaths from stroke,District,2007 - 09,2015 - 17,9,Mortality Profile
1203,Mortality rate from lung cancer,District,2001 - 03,2015 - 17,15,Local Tobacco Control Profiles
1203,Mortality rate from lung cancer,District,2001 - 03,2015 - 17,15,Mortality Profile
1204,Mortality rate from chronic obstructive pulmonary disease,District,2001 - 03,2015 - 17,15,Local Tobacco Control Profiles
1204,Mortality rate from chronic obstructive pulmonary disease,District,2001 - 03,2015 - 17,15,Mortality Profile
92407,Potential years of life lost due to smoking related illness,District,2012 - 14,2015 - 17,4,Local Tobacco Control Profiles
92530,Stillbirth rate,CCG,2010 - 12,2015 - 17,6,Local Tobacco Control Profiles
92530,Stillbirth rate,CCG,2010 - 12,2015 - 17,6,Perinatal Mental Health
92530,Stillbirth rate,CCG,2010 - 12,2015 - 17,6,Child and Maternal Health
92705,Neonatal mortality,CCG,2010 - 12,2015 - 17,6,Local Tobacco Control Profiles
92705,Neonatal mortality,CCG,2010 - 12,2015 - 17,6,Child and Maternal Health
92953,Mortality rate from oral cancer,District,2008 - 10,2015 - 17,8,Local Tobacco Control Profiles
1205,Lung cancer registrations,District,2007 - 09,2015 - 17,9,Local Tobacco Control Profiles
1206,Oral cancer registrations,District,2007 - 09,2015 - 17,9,Local Tobacco Control Profiles
1208,Cost per capita of smoking attributable hospital admissions,District,2010/11,2016/17,7,Local Tobacco Control Profiles
20101,Low birth weight of term babies,District,2006,2017,12,Local Tobacco Control Profiles
20101,Low birth weight of term babies,District,2006,2017,12,Public Health Outcomes Framework
20101,Low birth weight of term babies,District,2006,2017,12,Mental Health and Wellbeing JSNA
20101,Low birth weight of term babies,District,2006,2017,12,Child and Maternal Health
91743,Premature births (less than 37 weeks gestation),District,2006 - 08,2015 - 17,10,Local Tobacco Control Profiles
91743,Premature births (less than 37 weeks gestation),District,2006 - 08,2015 - 17,10,Child and Maternal Health
92302,Emergency hospital admissions for COPD,District,2014/15,2017/18,4,Local Tobacco Control Profiles
92302,Emergency hospital admissions for COPD,District,2014/15,2017/18,4,Productive Healthy Ageing
93383,Oesophageal cancer registrations,District,2007 - 09,2015 - 17,9,Local Tobacco Control Profiles
90365,Gap in life expectancy at birth between each local authority and England as a whole,District,2001 - 03,2015 - 17,15,Public Health Outcomes Framework
90366,Life expectancy at birth,District,2001 - 03,2015 - 17,15,Public Health Outcomes Framework
90366,Life expectancy at birth,District,2001 - 03,2015 - 17,15,Local Authority Health Profiles
90366,Life expectancy at birth,District,2001 - 03,2015 - 17,15,Mental Health and Wellbeing JSNA
90366,Life expectancy at birth,District,2001 - 03,2015 - 17,15,Physical Activity
90366,Life expectancy at birth,District,2001 - 03,2015 - 17,15,Child and Maternal Health
90366,Life expectancy at birth,District,2001 - 03,2015 - 17,15,Wider Determinants of Health
90366,Life expectancy at birth,District,2001 - 03,2015 - 17,15,Productive Healthy Ageing
91102,Life expectancy at 65,District,2001 - 03,2015 - 17,15,Public Health Outcomes Framework
91102,Life expectancy at 65,District,2001 - 03,2015 - 17,15,Mental Health and Wellbeing JSNA
91102,Life expectancy at 65,District,2001 - 03,2015 - 17,15,Physical Activity
91102,Life expectancy at 65,District,2001 - 03,2015 - 17,15,Productive Healthy Ageing
92901,Inequality in life expectancy at birth,District,2001 - 03,2015 - 17,15,Public Health Outcomes Framework
92901,Inequality in life expectancy at birth,District,2001 - 03,2015 - 17,15,Local Authority Health Profiles
92901,Inequality in life expectancy at birth,District,2001 - 03,2015 - 17,15,Local Authority Health Profiles Supporting Indicators
92901,Inequality in life expectancy at birth,District,2001 - 03,2015 - 17,15,Wider Determinants of Health
93190,Inequality in life expectancy at 65,District,2001 - 03,2015 - 17,15,Public Health Outcomes Framework
93190,Inequality in life expectancy at 65,District,2001 - 03,2015 - 17,15,Productive Healthy Ageing
10101,Children in low income families (under 16s),District,2006,2016,11,Public Health Outcomes Framework
10101,Children in low income families (under 16s),District,2006,2016,11,Local Authority Health Profiles
10101,Children in low income families (under 16s),District,2006,2016,11,Sexual and Reproductive Health Profiles
10101,Children in low income families (under 16s),District,2006,2016,11,Co-occurring substance misuse and mental health issues
10101,Children in low income families (under 16s),District,2006,2016,11,Child and Maternal Health
10101,Children in low income families (under 16s),District,2006,2016,11,Wider Determinants of Health
10101,Children in low income families (under 16s),District,2006,2016,11,Children and Young People's Mental Health and Wellbeing
10101,Children in low income families (under 16s),CCG,2006,2013,8,Public Health Outcomes Framework
10101,Children in low income families (under 16s),CCG,2006,2013,8,Local Authority Health Profiles
10101,Children in low income families (under 16s),CCG,2006,2013,8,Sexual and Reproductive Health Profiles
10101,Children in low income families (under 16s),CCG,2006,2013,8,Co-occurring substance misuse and mental health issues
10101,Children in low income families (under 16s),CCG,2006,2013,8,Child and Maternal Health
10101,Children in low income families (under 16s),CCG,2006,2013,8,Wider Determinants of Health
10101,Children in low income families (under 16s),CCG,2006,2013,8,Children and Young People's Mental Health and Wellbeing
10301,Pupil absence,District,2010/11,2016/17,7,Public Health Outcomes Framework
10301,Pupil absence,District,2010/11,2016/17,7,Sexual and Reproductive Health Profiles
10301,Pupil absence,District,2010/11,2016/17,7,Child and Maternal Health
10301,Pupil absence,District,2010/11,2016/17,7,Wider Determinants of Health
10301,Pupil absence,District,2010/11,2016/17,7,Children and Young People's Mental Health and Wellbeing
11001,Killed and seriously injured (KSI) casualties on England's roads,District,2009 - 11,2015 - 17,7,Public Health Outcomes Framework
11001,Killed and seriously injured (KSI) casualties on England's roads,District,2009 - 11,2015 - 17,7,Local Authority Health Profiles
11001,Killed and seriously injured (KSI) casualties on England's roads,District,2009 - 11,2015 - 17,7,Physical Activity
11001,Killed and seriously injured (KSI) casualties on England's roads,District,2009 - 11,2015 - 17,7,Mortality Profile
11001,Killed and seriously injured (KSI) casualties on England's roads,District,2009 - 11,2015 - 17,7,Wider Determinants of Health
11201,Violent crime (including sexual violence) - hospital admissions for violence,District,2009/10 - 11/12,2015/16 - 17/18,7,Public Health Outcomes Framework
11201,Violent crime (including sexual violence) - hospital admissions for violence,District,2009/10 - 11/12,2015/16 - 17/18,7,Wider Determinants of Health
11202,"Violent crime (including sexual violence) - violence offences per 1,000 population",District,2010/11,2017/18,8,Public Health Outcomes Framework
11202,"Violent crime (including sexual violence) - violence offences per 1,000 population",District,2010/11,2017/18,8,Local Authority Health Profiles
11202,"Violent crime (including sexual violence) - violence offences per 1,000 population",District,2010/11,2017/18,8,Severe Mental Illness
11202,"Violent crime (including sexual violence) - violence offences per 1,000 population",District,2010/11,2017/18,8,Co-occurring substance misuse and mental health issues
11202,"Violent crime (including sexual violence) - violence offences per 1,000 population",District,2010/11,2017/18,8,Mental Health and Wellbeing JSNA
11202,"Violent crime (including sexual violence) - violence offences per 1,000 population",District,2010/11,2017/18,8,Crisis Care Profile
11202,"Violent crime (including sexual violence) - violence offences per 1,000 population",District,2010/11,2017/18,8,Wider Determinants of Health
11301,Re-offending levels - percentage of offenders who re-offend - historic method,District,2010,2014,5,Public Health Outcomes Framework
11301,Re-offending levels - percentage of offenders who re-offend - historic method,District,2010,2014,5,Wider Determinants of Health
11302,Re-offending levels - average number of re-offences per offender - historic method,District,2010,2014,5,Public Health Outcomes Framework
11302,Re-offending levels - average number of re-offences per offender - historic method,District,2010,2014,5,Wider Determinants of Health
11401,The rate of complaints about noise,District,2010/11,2015/16,6,Public Health Outcomes Framework
11401,The rate of complaints about noise,District,2010/11,2015/16,6,Wider Determinants of Health
11502,Statutory homelessness - households in temporary accommodation,District,2010/11,2017/18,8,Public Health Outcomes Framework
11502,Statutory homelessness - households in temporary accommodation,District,2010/11,2017/18,8,Suicide Prevention Profile
11502,Statutory homelessness - households in temporary accommodation,District,2010/11,2017/18,8,Mental Health and Wellbeing JSNA
11502,Statutory homelessness - households in temporary accommodation,District,2010/11,2017/18,8,Wider Determinants of Health
90282,Gap in the employment rate between those with a long-term health condition and the overall employment rate,District,2013/14,2017/18,5,Public Health Outcomes Framework
90282,Gap in the employment rate between those with a long-term health condition and the overall employment rate,District,2013/14,2017/18,5,Wider Determinants of Health
90286,Sickness absence - the percentage of employees who had at least one day off in the previous week,District,2009 - 11,2015 - 17,7,Public Health Outcomes Framework
90286,Sickness absence - the percentage of employees who had at least one day off in the previous week,District,2009 - 11,2015 - 17,7,Wider Determinants of Health
90287,Sickness absence - the percentage of working days lost due to sickness absence,District,2009 - 11,2015 - 17,7,Public Health Outcomes Framework
90287,Sickness absence - the percentage of working days lost due to sickness absence,District,2009 - 11,2015 - 17,7,Wider Determinants of Health
90356,Fuel poverty,District,2011,2016,6,Public Health Outcomes Framework
90356,Fuel poverty,District,2011,2016,6,Mental Health and Wellbeing JSNA
90356,Fuel poverty,District,2011,2016,6,Wider Determinants of Health
90356,Fuel poverty,District,2011,2016,6,Productive Healthy Ageing
90630,Children in low income families (all dependent children under 20),District,2006,2016,11,Public Health Outcomes Framework
90630,Children in low income families (all dependent children under 20),District,2006,2016,11,Mental Health and Wellbeing JSNA
90630,Children in low income families (all dependent children under 20),District,2006,2016,11,Child and Maternal Health
90630,Children in low income families (all dependent children under 20),District,2006,2016,11,Crisis Care Profile
90630,Children in low income families (all dependent children under 20),District,2006,2016,11,Children and Young People's Mental Health and Wellbeing
90635,Gap in the employment rate for those in contact with secondary mental health services and the overall employment rate,District,2011/12,2017/18,7,Public Health Outcomes Framework
90635,Gap in the employment rate for those in contact with secondary mental health services and the overall employment rate,District,2011/12,2017/18,7,Mental Health and Wellbeing JSNA
90635,Gap in the employment rate for those in contact with secondary mental health services and the overall employment rate,District,2011/12,2017/18,7,Crisis Care Profile
90635,Gap in the employment rate for those in contact with secondary mental health services and the overall employment rate,District,2011/12,2017/18,7,Wider Determinants of Health
90637,"Violent crime (including sexual violence) - rate of sexual offences per 1,000 population",District,2010/11,2017/18,8,Public Health Outcomes Framework
90637,"Violent crime (including sexual violence) - rate of sexual offences per 1,000 population",District,2010/11,2017/18,8,Sexual and Reproductive Health Profiles
90637,"Violent crime (including sexual violence) - rate of sexual offences per 1,000 population",District,2010/11,2017/18,8,Wider Determinants of Health
92313,Percentage of people aged 16-64 in employment,District,2011/12,2017/18,7,Public Health Outcomes Framework
92313,Percentage of people aged 16-64 in employment,District,2011/12,2017/18,7,Local Authority Health Profiles
92313,Percentage of people aged 16-64 in employment,District,2011/12,2017/18,7,Mental Health and Wellbeing JSNA
92313,Percentage of people aged 16-64 in employment,District,2011/12,2017/18,7,Wider Determinants of Health
92313,Percentage of people aged 16-64 in employment,District,2011/12,2017/18,7,Productive Healthy Ageing
92314,Statutory homelessness - Eligible homeless people not in priority need,District,2011/12,2017/18,7,Public Health Outcomes Framework
92314,Statutory homelessness - Eligible homeless people not in priority need,District,2011/12,2017/18,7,Local Authority Health Profiles
92314,Statutory homelessness - Eligible homeless people not in priority need,District,2011/12,2017/18,7,Suicide Prevention Profile
92314,Statutory homelessness - Eligible homeless people not in priority need,District,2011/12,2017/18,7,Mental Health and Wellbeing JSNA
92314,Statutory homelessness - Eligible homeless people not in priority need,District,2011/12,2017/18,7,Child and Maternal Health
92314,Statutory homelessness - Eligible homeless people not in priority need,District,2011/12,2017/18,7,Wider Determinants of Health
93513,Re-offending levels - percentage of offenders who re-offend - current method,District,2016/17,2016/17,1,Public Health Outcomes Framework
93513,Re-offending levels - percentage of offenders who re-offend - current method,District,2016/17,2016/17,1,Mental Health and Wellbeing JSNA
93514,Re-offending levels - average number of re-offences per offender - current method,District,2016/17,2016/17,1,Public Health Outcomes Framework
93514,Re-offending levels - average number of re-offences per offender - current method,District,2016/17,2016/17,1,Mental Health and Wellbeing JSNA
20201,Breastfeeding initiation,District,2013/14,2016/17,4,Public Health Outcomes Framework
20201,Breastfeeding initiation,District,2013/14,2016/17,4,Local Authority Health Profiles
20201,Breastfeeding initiation,District,2013/14,2016/17,4,Child and Maternal Health
20401,"Under 18s conception rate / 1,000",District,1998,2017,20,Public Health Outcomes Framework
20401,"Under 18s conception rate / 1,000",District,1998,2017,20,Local Authority Health Profiles
20401,"Under 18s conception rate / 1,000",District,1998,2017,20,Sexual and Reproductive Health Profiles
20401,"Under 18s conception rate / 1,000",District,1998,2017,20,Perinatal Mental Health
20401,"Under 18s conception rate / 1,000",District,1998,2017,20,Child and Maternal Health
20401,"Under 18s conception rate / 1,000",District,1998,2017,20,Crisis Care Profile
20401,"Under 18s conception rate / 1,000",District,1998,2017,20,Public Health Dashboard - Longer Lives
20401,"Under 18s conception rate / 1,000",District,1998,2017,20,Public Health Dashboard
20401,"Under 18s conception rate / 1,000",CCG,1998,2013,16,Public Health Outcomes Framework
20401,"Under 18s conception rate / 1,000",CCG,1998,2013,16,Local Authority Health Profiles
20401,"Under 18s conception rate / 1,000",CCG,1998,2013,16,Sexual and Reproductive Health Profiles
20401,"Under 18s conception rate / 1,000",CCG,1998,2013,16,Perinatal Mental Health
20401,"Under 18s conception rate / 1,000",CCG,1998,2013,16,Child and Maternal Health
20401,"Under 18s conception rate / 1,000",CCG,1998,2013,16,Crisis Care Profile
20401,"Under 18s conception rate / 1,000",CCG,1998,2013,16,Public Health Dashboard - Longer Lives
20401,"Under 18s conception rate / 1,000",CCG,1998,2013,16,Public Health Dashboard
20601,Reception: Prevalence of overweight (including obesity),District,2006/07,2017/18,12,Public Health Outcomes Framework
20601,Reception: Prevalence of overweight (including obesity),District,2006/07,2017/18,12,NCMP and Child Obesity Profile
20601,Reception: Prevalence of overweight (including obesity),District,2006/07,2017/18,12,Mental Health and Wellbeing JSNA
20601,Reception: Prevalence of overweight (including obesity),District,2006/07,2017/18,12,Physical Activity
20601,Reception: Prevalence of overweight (including obesity),District,2006/07,2017/18,12,Child and Maternal Health
20601,Reception: Prevalence of overweight (including obesity),CCG,2010/11 - 12/13,2014/15 - 16/17,5,Public Health Outcomes Framework
20601,Reception: Prevalence of overweight (including obesity),CCG,2010/11 - 12/13,2014/15 - 16/17,5,NCMP and Child Obesity Profile
20601,Reception: Prevalence of overweight (including obesity),CCG,2010/11 - 12/13,2014/15 - 16/17,5,Mental Health and Wellbeing JSNA
20601,Reception: Prevalence of overweight (including obesity),CCG,2010/11 - 12/13,2014/15 - 16/17,5,Physical Activity
20601,Reception: Prevalence of overweight (including obesity),CCG,2010/11 - 12/13,2014/15 - 16/17,5,Child and Maternal Health
20602,Year 6: Prevalence of overweight (including obesity),District,2006/07,2017/18,12,Public Health Outcomes Framework
20602,Year 6: Prevalence of overweight (including obesity),District,2006/07,2017/18,12,NCMP and Child Obesity Profile
20602,Year 6: Prevalence of overweight (including obesity),District,2006/07,2017/18,12,Liver Disease Profiles
20602,Year 6: Prevalence of overweight (including obesity),District,2006/07,2017/18,12,Mental Health and Wellbeing JSNA
20602,Year 6: Prevalence of overweight (including obesity),District,2006/07,2017/18,12,Physical Activity
20602,Year 6: Prevalence of overweight (including obesity),District,2006/07,2017/18,12,Child and Maternal Health
20602,Year 6: Prevalence of overweight (including obesity),CCG,2010/11 - 12/13,2014/15 - 16/17,5,Public Health Outcomes Framework
20602,Year 6: Prevalence of overweight (including obesity),CCG,2010/11 - 12/13,2014/15 - 16/17,5,NCMP and Child Obesity Profile
20602,Year 6: Prevalence of overweight (including obesity),CCG,2010/11 - 12/13,2014/15 - 16/17,5,Liver Disease Profiles
20602,Year 6: Prevalence of overweight (including obesity),CCG,2010/11 - 12/13,2014/15 - 16/17,5,Mental Health and Wellbeing JSNA
20602,Year 6: Prevalence of overweight (including obesity),CCG,2010/11 - 12/13,2014/15 - 16/17,5,Physical Activity
20602,Year 6: Prevalence of overweight (including obesity),CCG,2010/11 - 12/13,2014/15 - 16/17,5,Child and Maternal Health
21001,Emergency Hospital Admissions for Intentional Self-Harm,District,2010/11,2017/18,8,Public Health Outcomes Framework
21001,Emergency Hospital Admissions for Intentional Self-Harm,District,2010/11,2017/18,8,Local Authority Health Profiles
21001,Emergency Hospital Admissions for Intentional Self-Harm,District,2010/11,2017/18,8,Severe Mental Illness
21001,Emergency Hospital Admissions for Intentional Self-Harm,District,2010/11,2017/18,8,Co-occurring substance misuse and mental health issues
21001,Emergency Hospital Admissions for Intentional Self-Harm,District,2010/11,2017/18,8,Suicide Prevention Profile
21001,Emergency Hospital Admissions for Intentional Self-Harm,District,2010/11,2017/18,8,Mental Health and Wellbeing JSNA
22001,Cancer screening coverage - breast cancer,District,2010,2018,9,Public Health Outcomes Framework
22001,Cancer screening coverage - breast cancer,District,2010,2018,9,Productive Healthy Ageing
22002,Cancer screening coverage - cervical cancer,District,2010,2018,9,Public Health Outcomes Framework
22401,Emergency hospital admissions due to falls in people aged 65 and over,District,2010/11,2017/18,8,Public Health Outcomes Framework
22401,Emergency hospital admissions due to falls in people aged 65 and over,District,2010/11,2017/18,8,Wider Determinants of Health
